,text,intent,domain,dataset
2972,show me all flights from montreal,flight,atis,train
2973,list types of planes that fly between pittsburgh and baltimore,aircraft,atis,train
2974,are there any flights between philadelphia and denver,flight,atis,train
2975,train to newark,ground_service,atis,train
2976,what flights from atlanta to toronto,flight,atis,train
2977,list the earliest flights from st. paul to houston,flight,atis,train
2978,i 'd like to fly from boston to san francisco,flight,atis,train
2979,show me some information on making a reservation from philadelphia to denver on sunday,flight,atis,train
2980,list all united flights from boston to san francisco with fare code qx,flight,atis,train
2981,leave flight from boston to atlanta leave boston approximately 1 pm,flight,atis,train
2982,i 'd like the cheapest one way fare from boston to atlanta please,airfare,atis,train
2983,give me flights that arrive in baltimore from denver,flight,atis,train
2984,when does continental fly from philadelphia to denver on sundays,flight_time,atis,train
2985,what flights from philadelphia to atlanta,flight,atis,train
2986,what does dfw mean,abbreviation,atis,train
2987,what time are the flights from baltimore to san francisco,flight_time,atis,train
2988,what flights are available tomorrow from denver to philadelphia,flight,atis,train
2989,what is sa,abbreviation,atis,train
2990,show me the flights from dallas to atlanta,flight,atis,train
2991,show me all flights from denver to san francisco next wednesday which leave after noon,flight,atis,train
2992,i would like flights between boston and atlanta on july eleven departing at one in the afternoon,flight,atis,train
2993,list all flights leaving denver on continental on sunday,flight,atis,train
2994,show me flights from baltimore to philadelphia,flight,atis,train
2995,show me flights from denver to philadelphia,flight,atis,train
2996,is there ground transportation from the boston airport to downtown boston,ground_service,atis,train
2997,what are your flights from denver to baltimore,flight,atis,train
2998,please list all flights leaving on thursday morning from new york city to toronto,flight,atis,train
2999,please list the cheapest flight from dallas to baltimore arriving on may seventh,flight,atis,train
3000,please list the flights taking off and landing on general mitchell international airport,flight,atis,train
3001,i need a flight from denver to pittsburgh on july seventh that leaves in the afternoon,flight,atis,train
3002,i 'm traveling from boston to atlanta and i 'd like to go sometime after 5 pm but i want to know what kind of airplane it 's on,aircraft,atis,train
3003,show me the flights from philadelphia to baltimore in the morning,flight,atis,train
3005,show me ground transportation information for dallas fort worth,ground_service,atis,train
3006,could you tell me if delta flight 296 serves breakfast,flight,atis,train
3007,what price is a limousine service to new york 's la guardia,ground_fare,atis,train
3008,please list the flights from phoenix to san diego,flight,atis,train
3009,what flights leave la guardia for san jose and arrive 10 pm,flight,atis,train
3010,what is the seating capacity for the f28,capacity,atis,train
3011,i need fare information from denver to pittsburgh,airfare,atis,train
3012,please show me airlines with flights from boston to denver,airline,atis,train
3013,what flights are available from pittsburgh to boston on wednesday of next week,flight,atis,train
3014,can you show me the economy fare flights from baltimore to dallas,airfare,atis,train
3015,information on first class round trip from pittsburgh to san francisco,flight,atis,train
3016,i would like to see the economy fares for pittsburgh to philadelphia,airfare,atis,train
3017,what are the flights from las vegas to burbank on saturday may twenty two,flight,atis,train
3018,list all flights on continental from denver to chicago which depart after 934 pm,flight,atis,train
3019,show me flights denver to washington on wednesday,flight,atis,train
3020,list all flights from boston to san francisco with more than 3 stops,flight,atis,train
3021,what is the cost of united airlines flight 415 from chicago to kansas city thursday night,airfare,atis,train
3022,please give me the flight times the morning on united airlines for september twentieth from philadelphia to san francisco,flight_time,atis,train
3023,continental airlines on saturday from chicago to seattle,flight,atis,train
3024,i would like a flight from boston to san francisco on august seventeenth,flight,atis,train
3025,what flights from kansas city to chicago next wednesday arrive at chicago at about 7 pm,flight,atis,train
3026,give me a flight from philadelphia to denver on sunday,flight,atis,train
3027,all flights from sfo to long beach,flight,atis,train
3028,show me flights from pittsburgh to los angeles thursday evening,flight,atis,train
3029,looking for a flight to salt lake city,flight,atis,train
3030,please list all flights from philadelphia to boston,flight,atis,train
3031,what is the earliest breakfast flight from philadelphia to fort worth,flight,atis,train
3032,what is the aircraft type with the greatest seating capacity,aircraft,atis,train
3033,i would like to know what type of aircraft will be used on the morning of july seventh from atlanta to boston,aircraft,atis,train
3034,show me all the flights from denver to las vegas,flight,atis,train
3035,list all nonstop flights on tuesday before noon from charlotte to baltimore,flight,atis,train
3036,flying from pittsburgh to philadelphia on us air,flight,atis,train
3039,show me the flights from baltimore to atlanta,flight,atis,train
3040,also show me all flights from oakland to denver,flight,atis,train
3041,what 's the schedule of flights from atlanta to boston on august first,flight_time,atis,train
3042,give me a list of the morning flights from atlanta to boston,flight,atis,train
3043,please list the flights from denver to phoenix,flight,atis,train
3044,show me prices and times for first class travel from baltimore to dallas next summer,airfare,atis,train
3045,show the flights from milwaukee to orlando on a thursday morning,flight,atis,train
3046,show me flights between memphis and las vegas on sunday,flight,atis,train
3048,what airlines are there,airline,atis,train
3049,what flights leave san francisco on monday night and arrive at atlanta later in the evening,flight,atis,train
3050,show me the last flight from denver to boston,flight,atis,train
3051,can you tell me the afternoon nonstop flights departing from atlanta to boston,flight,atis,train
3052,show me one way flights from tampa to st. louis departing before 10 am,flight,atis,train
3054,what flights go from denver to san francisco,flight,atis,train
3055,what is the coach economy class night service from boston to san francisco,flight,atis,train
3056,which flights go from philadelphia to san francisco,flight,atis,train
3057,what are the flights for united airlines on september twentieth in the morning,flight,atis,train
3058,i want a flight on twa from boston to san francisco,flight,atis,train
3059,please show me flights from philadelphia to baltimore between 10 am and 2 pm,flight,atis,train
3060,also show me the first flight from atlanta to denver on a thursday,flight,atis,train
3061,what is the earliest flight that i can get from bwi to boston logan,flight,atis,train
3062,now i need a flight from detroit to san diego leaving tuesday evening,flight,atis,train
3063,is breakfast served on flight ua 343 from boston to denver coach class,flight,atis,train
3064,list the cheapest flight from charlotte to memphis,flight,atis,train
3065,can you list the latest flights from oakland to salt lake city on wednesday,flight,atis,train
3066,i want a flight on continental from boston to san francisco,flight,atis,train
3067,i 'd like to go from boston to san francisco stopping in pittsburgh,flight,atis,train
3069,what is the total schedule for delta 's flights to all airports,flight_time,atis,train
3070,what is the cheapest flight flying from boston to atlanta before 8,flight,atis,train
3071,show me the earliest flight on thursday from atlanta to washington,flight,atis,train
3072,what is the most expensive flight from dallas to baltimore,flight,atis,train
3073,is there a flight from pittsburgh to baltimore that arrives between 6 and 7 pm,flight,atis,train
3074,what is the earliest flight from boston to washington,flight,atis,train
3077,what 's the cheapest flight from atlanta to baltimore,flight,atis,train
3078,give me flights that arrive in baltimore from atlanta,flight,atis,train
3079,flight from dallas to oakland california on monday,flight,atis,train
3080,how expensive is the san francisco limousine service,ground_fare,atis,train
3081,i would like a flight from baltimore to san francisco on twa with a stop in denver,flight,atis,train
3082,i would like the cheapest one way fare from dallas to denver,airfare,atis,train
3083,list the flights between san jose and houston,flight,atis,train
3084,what flights from kansas city to denver,flight,atis,train
3085,show me fares from dallas to baltimore that cost less than 300 dollars,airfare,atis,train
3087,show me flights from atlanta to baltimore,flight,atis,train
3088,what does lax stand for,abbreviation,atis,train
3089,list flights from san jose to houston next sunday,flight,atis,train
3090,show me the least expensive flight from miami to new york on a sunday with first class fare,flight,atis,train
3091,ground transportation in las vegas,ground_service,atis,train
3092,i want to fly boston to san francisco,flight,atis,train
3093,show me flights from san francisco to denver,flight,atis,train
3094,what is the earliest flight from boston to denver,flight,atis,train
3095,i would like an early morning flight from chicago into seattle on continental airlines,flight,atis,train
3096,give me a flight from tampa to charlotte on sunday,flight,atis,train
3097,what does nw stand for,abbreviation,atis,train
3098,show me the flights from boston to pittsburgh on wednesday or thursday,flight,atis,train
3099,i need to fly from pittsburgh to oakland and depart in the afternoon,flight,atis,train
3100,i want a flight from atlanta to washington that leaves after 3 pm,flight,atis,train
3101,i need information on flights leaving dallas arriving in boston leaving dallas early in the morning,flight,atis,train
3102,list flights between oakland and san francisco,flight,atis,train
3103,show me the one way flights from detroit to westchester county,flight,atis,train
3104,flight between st. petersburg and charlotte,flight,atis,train
3105,show me all flights that arrive in philadelphia from baltimore denver or pittsburgh,flight,atis,train
3106,i need information on ground transportation from the airport in atlanta,ground_service,atis,train
3107,show me flights from anywhere to philadelphia arriving after 2100,flight,atis,train
3108,show me the flights from boston to philadelphia,flight,atis,train
3110,flights from oakland to san francisco on january twenty first 1992,flight,atis,train
3111,what are the cheapest one way flights from atlanta to pittsburgh,flight,atis,train
3113,what are the flights from boston to denver on tuesday october fifteenth,flight,atis,train
3114,what does fare code y mean,abbreviation,atis,train
3115,i want to fly from boston to san francisco,flight,atis,train
3116,i would like a nonstop flight from new york to las vegas on march second,flight,atis,train
3117,what is the cost of limousine service in philadelphia,ground_fare,atis,train
3118,i need a flight from newark to los angeles leaving tomorrow evening,flight,atis,train
3120,show me all the flights that go from baltimore to seattle,flight,atis,train
3121,i 'd like the first flight in the morning from boston to washington,flight,atis,train
3122,how far is it from salt lake city airport to salt lake city,distance,atis,train
3123,what is airline nw,airline,atis,train
3124,what is dl,abbreviation,atis,train
3125,show me all flights from atlanta to denver which leave after 5 o'clock pm the day after tomorrow,flight,atis,train
3126,can you show me the price of a flight to washington from atlanta on thursday morning,airfare,atis,train
3127,please show me the return flights from miami to new york,flight,atis,train
3128,what is the first flight arriving in montreal from toronto friday,flight,atis,train
3131,may i have a listing of flights from minneapolis to long beach california on tuesday,flight,atis,train
3132,what flights from st. paul to kansas city on friday with lunch served,flight,atis,train
3133,i would like to fly to san francisco from washington dc,flight,atis,train
3134,i need a flight from long beach to st. louis stopping in dallas the flight should also serve lunch,flight,atis,train
3135,how long does it take to get from denver to oakland,distance,atis,train
3136,what is the fare from atlanta to boston on coach one way,airfare,atis,train
3137,show me all flights from san francisco to boston philadelphia or baltimore,flight,atis,train
3138,which flights leaving baltimore to dallas on monday afternoon have economic class,flight,atis,train
3139,list flights from atlanta to boston on wednesday afternoon and thursday morning,flight,atis,train
3140,what is the smallest aircraft available to fly on from pittsburgh to baltimore,aircraft,atis,train
3141,what airline is ea,airline,atis,train
3144,what is fare code f,abbreviation,atis,train
3145,show me the flights arriving at love field from other airports,flight,atis,train
3146,i need a flight from logan to atlanta this afternoon,flight,atis,train
3147,flights that go from oakland to philadelphia on friday,flight,atis,train
3148,what is the distance from san francisco international airport to san francisco,distance,atis,train
3149,tell me about flights leaving from atlanta and going to charlotte north carolina next monday i need to know about flights that arrive in charlotte between 415 and 530 pm,flight,atis,train
3150,i 'd like to fly between boston and san francisco,flight,atis,train
3151,what flights from atlanta to toronto,flight,atis,train
3152,i 'd like to go from boston to san francisco with a stop in dallas,flight,atis,train
3153,show me all flights from san diego to miami with a stop in denver,flight,atis,train
3154,i 'm flying from boston to the bay area,flight,atis,train
3155,show all flights and fares from denver to san francisco,flight+airfare,atis,train
3156,is there an afternoon flight from charlotte to minneapolis around 2 pm,flight,atis,train
3158,what is the earliest flight between logan and bwi,flight,atis,train
3159,what is the ground transportation between airport and baltimore,ground_service,atis,train
3160,show flights from pittsburgh into san francisco,flight,atis,train
3161,information on flights from denver to philadelphia,flight,atis,train
3162,what is the earliest american airlines flight leaving philadelphia for dallas,flight,atis,train
3163,does any airline have an early afternoon flight from boston to pittsburgh,airline,atis,train
3164,display all flights from dallas to boston on july thirtieth,flight,atis,train
3165,list nonstop flights from houston to dallas which arrive after 8 pm,flight,atis,train
3166,i need to go to san diego from toronto but i want to stopover in denver,flight,atis,train
3167,show me the morning flights from boston to philadelphia,flight,atis,train
3168,an early flight on wednesday morning from baltimore to newark,flight,atis,train
3169,what flights are there from memphis to las vegas,flight,atis,train
3170,what flights from washington to toronto,flight,atis,train
3171,find a flight from charlotte to las vegas that stop in st. louis that serve dinner and i want to find the airline for this flight,flight,atis,train
3172,what 's the earliest flight from san jose to houston,flight,atis,train
3173,how much does flight dl 402 from denver to philadelphia cost,airfare,atis,train
3174,what is the last flight of the day to leave baltimore for boston,flight,atis,train
3176,first class from detroit to st. petersburg,flight,atis,train
3177,i want to go from san francisco to denver,flight,atis,train
3178,find the earliest flight from boston to san francisco that serves a meal,flight,atis,train
3179,find travel arrangements for a round trip flight from dallas to pittsburgh,flight,atis,train
3180,show me flights from milwaukee to orlando on wednesday night or thursday morning,flight,atis,train
3181,does dl stand for delta,abbreviation,atis,train
3182,list all flights leaving denver on continental on sunday after 2134,flight,atis,train
3185,i 'd like to book a flight from denver to pittsburgh and i 'd like to go on eastern airlines,flight,atis,train
3186,show me the flights on friday from newark to tampa,flight,atis,train
3189,show me all direct flights from san francisco to boston departing before noon,flight,atis,train
3190,what are all the available meals,meal,atis,train
3191,show me the cheapest flight on june fourteenth arriving in baltimore starting from dallas,flight,atis,train
3192,i need a flight from san francisco to boston that leaves after 7 am,flight,atis,train
3193,from philadelphia to toronto,flight,atis,train
3194,what is the cheapest fare from washington to san francisco,airfare,atis,train
3195,what flights are there from new york city to las vegas,flight,atis,train
3196,what is the first flight from boston to atlanta,flight,atis,train
3197,please give me flight schedules from baltimore to philadelphia,flight,atis,train
3198,what flights from kansas city to denver after 845 in the morning,flight,atis,train
3199,what is the ground transportation from boston airport to boston downtown,ground_service,atis,train
3200,from los angeles to phoenix on a friday,flight,atis,train
3201,dallas to oakland monday,flight,atis,train
3202,all flights from boston to washington dc on november eleventh,flight,atis,train
3203,could you please find me a nonstop flight from atlanta to baltimore on a boeing 757 arriving at 7 pm,flight,atis,train
3204,what are the flights available in the morning between boston and denver,flight,atis,train
3205,ground transportation in dallas and boston,ground_service,atis,train
3206,what flights are available from atlanta to oakland with one way economy fares,flight,atis,train
3207,do you have a flight from atlanta to boston that will stop in washington,flight,atis,train
3208,i live in denver and i 'd like to make a trip to atlanta,flight,atis,train
3210,is bwi washington,city,atis,train
3211,list the flights from new york to miami on a tuesday which are nonstop and cost less than 466 dollars,flight,atis,train
3212,i would like to fly from denver to boston,flight,atis,train
3213,what flights do you have leaving denver and arriving in san francisco,flight,atis,train
3214,what airlines fly from philadelphia to san francisco,airline,atis,train
3215,i would like a flight on continental airlines on august twentieth from washington to pittsburgh,flight,atis,train
3216,show me the dinner flights from baltimore to oakland,flight,atis,train
3217,show me the last flight on wednesday from atlanta to denver,flight,atis,train
3218,i would like to make a round trip between washington and san francisco,flight,atis,train
3219,how much is the cheapest flight from denver to pittsburgh with a stop in atlanta,airfare,atis,train
3221,what are connecting flights from chicago to seattle on june first,flight,atis,train
3222,how about april twenty seventh denver to washington,flight,atis,train
3223,what flights go from boston to dallas,flight,atis,train
3224,what is sa,abbreviation,atis,train
3225,can you show me what fares are available from oakland to dallas on december sixteenth one way only,airfare,atis,train
3226,show me the round trip tickets from baltimore to atlanta,airfare,atis,train
3227,please show me the flights from denver to baltimore between 10 am and 2 pm,flight,atis,train
3228,i need a late flight from san francisco to boston on wednesday,flight,atis,train
3229,i 'd like to go from boston to san francisco,flight,atis,train
3230,i need a flight from baltimore to dallas tomorrow morning,flight,atis,train
3231,what 're the cheapest nonstop flights from new york to miami one way,flight,atis,train
3232,list all flights from orlando to kansas city then to minneapolis,flight,atis,train
3233,in new york i 'll need to rent a car,ground_service,atis,train
3234,i 'd like to know the earliest flight from boston to atlanta,flight,atis,train
3235,could you tell me what the earliest flight that goes between atlanta and denver is which serves a meal,flight,atis,train
3236,show me the flights from san francisco to boston,flight,atis,train
3237,what are the flights from pittsburgh to denver,flight,atis,train
3238,show me all flights from pittsburgh to baltimore on thursday,flight,atis,train
3239,what time does the flight leave denver going to san francisco on continental airlines,flight_time,atis,train
3240,what are the flights available after 3 pm between denver and san francisco,flight,atis,train
3241,show me the flights from baltimore to boston,flight,atis,train
3243,what flight from boston to atlanta arrives earliest in atlanta,flight,atis,train
3244,what is the schedule for flights between pittsburgh and boston on the evening of july ninth,flight_time,atis,train
3245,i 'd like to fly from boston to oakland through denver,flight,atis,train
3246,can you list all flights leaving from st. louis and arriving in milwaukee,flight,atis,train
3247,show me flights from atlanta to washington dc leaving on thursday,flight,atis,train
3248,show me all flights from san francisco to boston philadelphia or baltimore,flight,atis,train
3249,show me the flights arriving at love field,flight,atis,train
3250,do you have a night flight from washington to boston on august twenty seventh,flight,atis,train
3251,show me all flights from san diego to dulles on boeing 767,flight,atis,train
3252,what are the flights from boston to philadelphia,flight,atis,train
3253,all round trip flights between new york and miami coach fare,flight,atis,train
3254,i 'd like a flight from kansas city to los angeles that arrives in los angeles in the late afternoon,flight,atis,train
3255,i 'd like a cheap flight from dallas to baltimore on january first,flight,atis,train
3256,round trip fares from denver to philadelphia under 1000 dollars and pittsburgh to philadelphia under 1000 dollars,airfare,atis,train
3257,from phoenix to las vegas on saturday,flight,atis,train
3258,my destination is san francisco i live in denver i would like a flight on august thirtieth in the morning on any airline that will get me there,flight,atis,train
3259,show me the flights on delta from atlanta in the morning,flight,atis,train
3260,i would like to fly from denver to pittsburgh,flight,atis,train
3261,how can i get from indianapolis to montreal in the evening,flight,atis,train
3263,show me the flights from miami to san diego with one stop in denver,flight,atis,train
3264,tell me the last flight from atlanta to philadelphia,flight,atis,train
3265,are there any flights between pittsburgh and baltimore using a j31 aircraft,flight,atis,train
3266,may i please see airlines and flight numbers from new york to toronto on the same date june seventeenth also arriving in toronto before noon thank you,airline+flight_no,atis,train
3267,what are the flights from boston to orlando,flight,atis,train
3268,i need a flight from baltimore to seattle that stops in minneapolis,flight,atis,train
3269,what ground transportation is available in boston,ground_service,atis,train
3270,what is the latest return flight from atlanta to boston,flight,atis,train
3271,could you tell me about flights from philadelphia to dallas that arrives in the early afternoon,flight,atis,train
3272,i need information on flights from kansas city missouri to salt lake city utah i am interested in only those flights on delta airlines,flight,atis,train
3273,i would like a flight from oakland to philadelphia at one in the afternoon arriving at 5 pm,flight,atis,train
3274,is there a round trip flight from atlanta to dallas via denver,flight,atis,train
3275,show me the flights before 8 am on august second from boston to denver on delta,flight,atis,train
3277,show me all round trip flights between houston and las vegas,flight,atis,train
3279,how much does it cost to fly from atlanta to san francisco,airfare,atis,train
3280,what are the flights from san francisco to denver,flight,atis,train
3281,show nonstop flights from new york to miami on a tuesday which cost less than 466 dollars one way,flight,atis,train
3282,what is the most expensive flight from boston to dallas round trip,flight,atis,train
3283,i need a nonstop flight from atlanta to baltimore arriving between 5 pm and 730 pm,flight,atis,train
3284,what is the earliest flight in the morning leaving boston for baltimore,flight,atis,train
3285,show me fares less than 400 dollars for flights from dallas to baltimore,airfare,atis,train
3286,okay on the following wednesday i 'd like to go from memphis to cincinnati as early as possible,flight,atis,train
3287,show me flights going from boston to denver arriving on wednesday morning,flight,atis,train
3290,are there any flights from new york to los angeles which stop over in milwaukee,flight,atis,train
3291,show united flights between pittsburgh and baltimore,flight,atis,train
3292,find travel arrangements for a one way flight from boston to pittsburgh,flight,atis,train
3294,list flights from phoenix to detroit on wednesday,flight,atis,train
3295,where does delta fly to that american doesn 't,flight,atis,train
3296,show me fares for flights from minneapolis to seattle on july first 1993,airfare,atis,train
3297,show me all fares from new york to miami leaving on a tuesday,airfare,atis,train
3298,can i have a list of all the thursday flights from baltimore to atlanta that leave after 1 pm,flight,atis,train
3299,can you show me fares for december sixteenth from oakland to dallas one way only,airfare,atis,train
3300,show me fares from miami to new york,airfare,atis,train
3301,show me one way flights from tampa to st. louis departing before 10 am first class,flight,atis,train
3302,what flights are there from los angeles to pittsburgh,flight,atis,train
3303,how many first class flights does delta airlines have,quantity,atis,train
3305,show me the cheapest one way fares from san diego to miami,airfare,atis,train
3306,i will need a car at new york,ground_service,atis,train
3307,which northwest flights stop in denver before noon,flight,atis,train
3308,show me flights from san francisco to pittsburgh on a sunday,flight,atis,train
3309,what flights are provided by delta airlines,flight,atis,train
3310,what flights leave from nashville to milwaukee,flight,atis,train
3311,what is united airlines service between boston and san francisco,flight,atis,train
3313,show me round trip first class tickets from new york to miami,airfare,atis,train
3314,show me the flight from detroit to westchester county with the highest one way fare,flight,atis,train
3315,what flights are available wednesday afternoon from atlanta to san francisco,flight,atis,train
3316,i want to fly from denver to san francisco,flight,atis,train
3318,what is your last flight leaving san francisco and arriving in denver,flight,atis,train
3319,show me the fares for a first class ticket from baltimore to dallas,airfare,atis,train
3320,what are the afternoon flights between washington and boston,flight,atis,train
3321,okay on tuesday june first i 'd like to go from phoenix to detroit in the late afternoon,flight,atis,train
3322,what flights are available friday afternoon from atlanta to dallas,flight,atis,train
3323,show me the prices of first class tickets on us air round trip from cleveland to miami,airfare,atis,train
3324,which delta flights depart from san francisco heading toward boston after 12 noon,flight,atis,train
3325,show flights from philadelphia to dallas on saturday,flight,atis,train
3326,flights from pittsburgh to baltimore between 10 am and 2 pm,flight,atis,train
3327,flights between new york and san jose,flight,atis,train
3328,what are the flights from boston to washington,flight,atis,train
3330,what flights go from boston to washington next tuesday,flight,atis,train
3331,what 's the earliest flight from boston to bwi that serves lunch,flight,atis,train
3332,show me the car rentals in baltimore,ground_service,atis,train
3333,may i have a listing of flights from minneapolis to long beach california on wednesday,flight,atis,train
3334,show me the cheapest flight from pittsburgh to atlanta on wednesday which leaves before noon and serves breakfast,flight,atis,train
3335,i 'd like to know the latest flight from atlanta to boston,flight,atis,train
3336,all flights and fares from pittsburgh to dallas round trip after 12 pm less than 1100 dollars,flight+airfare,atis,train
3337,what does fare code qo mean,abbreviation,atis,train
3338,what is the earliest flight from memphis to cincinnati on june thirtieth,flight,atis,train
3339,does midwest express have any flights,flight,atis,train
3340,i 'm looking for a flight leaving denver traveling to atlanta and stopping at pittsburgh is this possible,flight,atis,train
3341,what is the ap57 restriction,abbreviation,atis,train
3342,i would like to book a flight from baltimore to newark early in the morning on april ninth,flight,atis,train
3343,i need an early flight from dallas to houston,flight,atis,train
3344,show me the flights from oakland to washington,flight,atis,train
3345,show me the flights from boston to san francisco on united airlines,flight,atis,train
3346,what is the cheapest fare from boston to san francisco,airfare,atis,train
3347,show me the flights arriving in baltimore from philadelphia at about 4 o'clock,flight,atis,train
3348,what flights are there from indianapolis to orlando,flight,atis,train
3349,please list all flights between indianapolis and orlando on the twenty seventh of december,flight,atis,train
3351,show me flights from washington dc to san francisco with a stopover in denver,flight,atis,train
3352,i would like to book a flight on us air first class from cleveland to miami on february twenty second,flight,atis,train
3353,show me the flights from philadelphia to dallas,flight,atis,train
3354,what flights from st. paul to kansas city on friday with a meal,flight,atis,train
3355,can you list the earliest flights from oakland to salt lake city on thursday,flight,atis,train
3356,show me the flights from boston to philadelphia,flight,atis,train
3357,tell me about flights from st. petersburg arriving in toronto before noon,flight,atis,train
3358,show all tuesday morning flights from pittsburgh to denver,flight,atis,train
3359,show me all flights from charlotte to philadelphia,flight,atis,train
3360,from seattle to salt lake city,flight,atis,train
3361,please show me the philadelphia to denver saturday flights again,flight,atis,train
3362,show me all flights from boston to denver which arrive before noon on wednesday,flight,atis,train
3363,what are connecting flights from chicago into seattle on june fifth,flight,atis,train
3364,i 'd like information on boston to washington,flight,atis,train
3365,i would like to book on delta airlines their earliest possible flight from washington dc to san francisco,flight,atis,train
3366,i need a flight from new york to san francisco,flight,atis,train
3367,i 'd like to go to boston from denver and i 'd like to get there,flight,atis,train
3369,in pittsburgh i 'd like to rent a car,ground_service,atis,train
3370,show me all the flights from indianapolis to san diego on us air,flight,atis,train
3371,show me all flights from san diego to los angeles,flight,atis,train
3372,show me all the flights that arrive in baltimore from anywhere between 1850 and midnight,flight,atis,train
3373,list the flights from philadelphia to dallas on american airlines,flight,atis,train
3374,what is the latest flight from salt lake city to phoenix,flight,atis,train
3376,are there any early flights from atlanta to washington on thursday mornings,flight,atis,train
3377,show me the most expensive fare,airfare,atis,train
3378,i need a flight to seattle leaving from baltimore making a stop in minneapolis,flight,atis,train
3379,what does us mean,abbreviation,atis,train
3380,i would like to book a flight on us air first class from cleveland to miami on february twenty fourth,flight,atis,train
3381,what are all flights from pittsburgh to boston on wednesdays,flight,atis,train
3382,what kind of airplane is flight ua 270 from denver to philadelphia,aircraft,atis,train
3383,information on flights from philadelphia to san francisco,flight,atis,train
3384,show me the evening flights from atlanta to boston,flight,atis,train
3385,show any flights leaving san francisco on sunday and arriving in pittsburgh,flight,atis,train
3386,what is the cheapest one way fare from san francisco to boston on wednesday august twenty first,airfare,atis,train
3387,shortest flight from boston to philadelphia,flight,atis,train
3388,okay for now i would like information on a flight on april twenty seventh from pittsburgh to atlanta leaving early in the morning about 8 o'clock,flight,atis,train
3389,i 'd like to find the cheapest fare from atlanta to dallas,airfare,atis,train
3390,list the earliest flight from st. paul to san jose,flight,atis,train
3391,can you list all flights that depart from orlando to kansas city,flight,atis,train
3392,i 'd like to arrange a flight from pittsburgh to atlanta,flight,atis,train
3393,give me the flights from new york city to las vegas on sunday and the flights from memphis to las vegas on sunday,flight,atis,train
3394,show me the airlines that fly from toronto to san francisco,airline,atis,train
3395,find a flight between denver and oakland the flight should leave in the afternoon and arrive near 5 pm the flight should also be nonstop,flight,atis,train
3396,please list flights between san francisco and denver,flight,atis,train
3397,what flights are there from minneapolis to newark on continental,flight,atis,train
3398,list flights from san francisco to denver on friday,flight,atis,train
3399,is there a flight leaving at 1505 from pittsburgh to baltimore on july twenty fifth 1991,flight,atis,train
3400,tell me about ground transportation between orlando international and orlando,ground_service,atis,train
3401,what flights are there from charlotte to baltimore,flight,atis,train
3402,is there a direct flight from atlanta to philadelphia that arrives in philadelphia around 12 noon,flight,atis,train
3404,which airlines go from san francisco to washington by way of indianapolis,airline,atis,train
3405,american airlines leaving phoenix,flight,atis,train
3406,i am also interested in a flight that runs from st. louis to las vegas,flight,atis,train
3407,list all nonstop flights on wednesday from baltimore to newark before noon,flight,atis,train
3408,what are the flights from kansas city to burbank on saturday may twenty two on southwest,flight,atis,train
3409,show me fares from miami to new york,airfare,atis,train
3410,what flights from las vegas to san diego,flight,atis,train
3411,what is fare code h,abbreviation,atis,train
3412,show me flights from baltimore to philadelphia arriving after 2100,flight,atis,train
3413,do you have a flight from san francisco to atlanta around 8 am,flight,atis,train
3414,do you have an american airlines flight from denver to san francisco in the early morning,flight,atis,train
3416,what flights from chicago to kansas city in the morning,flight,atis,train
3417,requesting flight information from boston to denver on wednesday,flight,atis,train
3418,what are the flights from denver to baltimore on august tenth,flight,atis,train
3419,list all american airlines flight from milwaukee to phoenix on sunday,flight,atis,train
3420,show me the flights from cincinnati to denver,flight,atis,train
3421,could you tell me what the abbreviation us stands for,abbreviation,atis,train
3423,find a transcontinental flight on american airlines from boston to san francisco that makes a stopover in denver,flight,atis,train
3424,list all flights from denver to philadelphia,flight,atis,train
3425,what 's the lowest round trip fare from dallas to baltimore,airfare,atis,train
3426,show me the airlines for flights to or from love field,airline,atis,train
3427,american airlines from phoenix to denver,flight,atis,train
3428,hello i would like to plan a flight from boston to denver,flight,atis,train
3429,all flights to baltimore after 6 pm,flight,atis,train
3431,what flights from boston to pittsburgh after 723 pm,flight,atis,train
3432,how many flights does continental airlines have with a class of service code f,quantity,atis,train
3433,i 'd like information on flights between philadelphia and san francisco with a stop in dallas,flight,atis,train
3434,show me the flights,flight,atis,train
3435,show me the qx fare flights between atlanta and oakland on delta airlines,flight,atis,train
3436,what ground transportation is available in san francisco,ground_service,atis,train
3438,i 'd like an early flight tomorrow from columbus to nashville,flight,atis,train
3439,what ground transportation is there in atlanta,ground_service,atis,train
3440,is there a flight from denver to san francisco on continental airlines leaving after 12 o'clock in the afternoon,flight,atis,train
3441,show me the cheapest fare in the database,cheapest,atis,train
3442,show me the flights from tacoma to miami after 6 pm,flight,atis,train
3443,please give me the cheapest flight from denver to pittsburgh,flight,atis,train
3444,give me a flight from baltimore to newark that arrives as early as possible,flight,atis,train
3445,what 's the lowest round trip fare from denver to atlanta,airfare,atis,train
3446,how many cities are served by twa with first class flights,quantity,atis,train
3447,what is the cheapest one way fare from denver to pittsburgh,airfare,atis,train
3448,show me all the flights from philadelphia to san francisco,flight,atis,train
3449,show me us air flights from pittsburgh to san francisco first class on monday,flight,atis,train
3450,i would like to originate my flight in washington dc stop in denver with the destination city of san francisco,flight,atis,train
3451,can you give me the latest flight from atlanta to denver on july seventh,flight,atis,train
3452,information on ground transportation from airport to downtown boston,ground_service,atis,train
3454,on april fifteenth i would like an early morning flight from boston to atlanta,flight,atis,train
